Hospital Name,State,County,Year,Bladder,Brain,Breast,Colon,Esophagus,Liver,Lung,Pancreas,Prostate,Rectum,Stomach,Total Surgeries for All Cancer Types,National Cancer Institute Designation?
Twin Cities Community Hospital,CA,San Luis Obispo,2017,0,0,35,11,0,1,0,0,6,4,0,57,No
UC Davis Medical Center,CA,Sacramento,2013,27,37,222,27,12,16,63,20,85,16,6,531,Yes
UC Davis Medical Center,CA,Sacramento,2014,28,45,202,23,15,15,50,22,75,16,8,499,Yes
UC Davis Medical Center,CA,Sacramento,2015,24,34,162,31,12,5,47,14,31,8,7,375,Yes
UC Davis Medical Center,CA,Sacramento,2016,33,46,222,48,15,16,63,20,57,27,11,558,Yes
UC Davis Medical Center,CA,Sacramento,2017,37,59,205,37,7,16,54,27,62,31,3,538,Yes
UC Irvine Medical Center,CA,Orange,2013,9,64,107,51,12,24,9,47,44,38,15,420,Yes
UC Irvine Medical Center,CA,Orange,2014,2,94,146,48,8,17,19,42,43,37,24,480,Yes
UC Irvine Medical Center,CA,Orange,2015,8,60,106,42,5,15,17,18,47,39,18,375,Yes
UC Irvine Medical Center,CA,Orange,2016,15,107,155,80,5,33,26,32,49,52,18,572,Yes
UC Irvine Medical Center,CA,Orange,2017,21,108,144,57,6,19,32,42,59,58,21,567,Yes
UC San Diego Health System – Hillcrest Medical Center,CA,San Diego,2013,10,83,242,85,10,40,24,24,86,28,12,644,Yes
UC San Diego Health System – Hillcrest Medical Center,CA,San Diego,2014,18,86,310,76,13,49,46,24,89,39,15,765,Yes
UC San Diego Health System – Hillcrest Medical Center,CA,San Diego,2015,15,46,265,64,9,44,25,18,75,51,9,621,Yes
UC San Diego Health System – Hillcrest Medical Center,CA,San Diego,2016,32,79,315,83,12,83,54,29,129,57,15,888,Yes
UC San Diego Health System – Hillcrest Medical Center,CA,San Diego,2017,34,69,381,108,19,62,74,38,151,47,23,1006,Yes
UC San Francisco Medical Center,CA,San Francisco,2013,47,321,285,47,13,93,59,31,272,68,20,1256,Yes
UC San Francisco Medical Center,CA,San Francisco,2014,49,321,379,60,15,105,70,32,237,57,35,1360,Yes
UC San Francisco Medical Center,CA,San Francisco,2015,44,259,327,54,11,82,66,39,232,43,18,1175,Yes
UC San Francisco Medical Center,CA,San Francisco,2016,42,318,433,89,16,105,85,34,352,77,19,1570,Yes
UC San Francisco Medical Center,CA,San Francisco,2017,61,354,459,108,28,152,97,57,313,100,31,1760,Yes
Ukiah Valley Medical Center,CA,Mendocino,2013,0,0,103,7,0,0,2,0,0,1,0,113,No
Ukiah Valley Medical Center,CA,Mendocino,2014,0,0,94,9,0,0,3,0,0,2,0,108,No
Ukiah Valley Medical Center,CA,Mendocino,2015,0,0,75,3,0,0,1,0,0,4,0,83,No
Ukiah Valley Medical Center,CA,Mendocino,2016,0,0,100,10,0,0,2,0,0,6,0,118,No
Ukiah Valley Medical Center,CA,Mendocino,2017,0,0,102,19,0,0,3,0,0,1,0,125,No
University of Southern California Verdugo Hills Hospital,CA,Los Angeles,2013,1,0,29,7,0,0,3,0,14,0,1,55,No
University of Southern California Verdugo Hills Hospital,CA,Los Angeles,2014,0,1,27,8,0,0,1,0,4,4,0,45,No
University of Southern California Verdugo Hills Hospital,CA,Los Angeles,2015,0,1,19,6,0,0,0,0,0,0,1,27,No
University of Southern California Verdugo Hills Hospital,CA,Los Angeles,2016,2,1,42,10,0,0,0,2,39,4,1,101,No
University of Southern California Verdugo Hills Hospital,CA,Los Angeles,2017,3,0,52,7,0,0,0,1,117,4,0,184,No
Valley Presbyterian Hospital,CA,Los Angeles,2013,3,3,53,18,0,4,6,2,1,8,6,104,No
Valley Presbyterian Hospital,CA,Los Angeles,2014,2,1,86,16,0,6,1,5,0,10,2,129,No
Valley Presbyterian Hospital,CA,Los Angeles,2015,1,0,106,9,0,2,2,4,0,3,5,132,No
Valley Presbyterian Hospital,CA,Los Angeles,2016,0,3,134,20,0,10,3,8,1,14,8,201,No
Valley Presbyterian Hospital,CA,Los Angeles,2017,2,2,154,21,0,6,2,3,2,11,7,210,No
Valleycare Medical Center,CA,Alameda,2013,0,0,64,25,3,0,3,0,0,5,1,101,No
Valleycare Medical Center,CA,Alameda,2014,0,0,65,25,1,0,9,0,0,3,2,105,No
Valleycare Medical Center,CA,Alameda,2015,0,0,50,13,1,0,9,0,0,0,0,73,No
Valleycare Medical Center,CA,Alameda,2016,1,0,80,21,0,1,4,0,2,6,2,117,No
Valleycare Medical Center,CA,Alameda,2017,0,0,85,21,0,0,6,1,0,4,1,118,No
Ventura County Medical Center,CA,Ventura,2013,0,2,86,12,0,2,10,3,7,9,0,131,No
Ventura County Medical Center,CA,Ventura,2014,1,1,77,14,1,2,5,1,4,5,1,112,No
Ventura County Medical Center,CA,Ventura,2015,0,3,67,17,0,1,3,2,6,9,2,110,No
Ventura County Medical Center,CA,Ventura,2016,1,5,76,19,1,3,0,5,8,22,7,147,No
Ventura County Medical Center,CA,Ventura,2017,0,4,59,12,2,8,0,4,14,10,3,116,No
Vibra Hospital of San Diego,CA,San Diego,2017,0,0,0,0,0,0,0,0,0,1,0,1,No
Victor Valley Global Medical Center,CA,San Bernardino,2013,0,0,49,11,0,0,0,0,0,5,1,66,No
Victor Valley Global Medical Center,CA,San Bernardino,2014,0,0,29,14,0,0,0,0,0,1,0,44,No
Victor Valley Global Medical Center,CA,San Bernardino,2015,0,0,11,13,0,0,0,0,0,2,0,26,No
Victor Valley Global Medical Center,CA,San Bernardino,2016,0,0,28,14,0,0,0,0,0,2,0,44,No
Victor Valley Global Medical Center,CA,San Bernardino,2017,0,0,33,11,0,0,0,0,0,5,0,49,No
Washington Hospital – Fremont,CA,Alameda,2013,0,7,39,24,1,0,3,0,3,5,2,84,No
Washington Hospital – Fremont,CA,Alameda,2014,2,8,34,34,2,0,10,0,3,6,1,100,No
Washington Hospital – Fremont,CA,Alameda,2015,0,3,49,19,2,0,4,0,1,3,1,82,No
Washington Hospital – Fremont,CA,Alameda,2016,0,12,37,41,2,1,7,1,5,9,2,117,No
Washington Hospital – Fremont,CA,Alameda,2017,0,9,25,37,3,1,8,0,3,5,0,91,No
Watsonville Community Hospital,CA,Santa Cruz,2013,0,0,19,4,0,1,0,0,0,0,0,24,No
Watsonville Community Hospital,CA,Santa Cruz,2014,0,0,15,12,0,0,0,0,0,3,1,31,No
Watsonville Community Hospital,CA,Santa Cruz,2015,0,0,15,3,0,0,0,0,0,1,3,22,No
Watsonville Community Hospital,CA,Santa Cruz,2016,0,0,25,4,0,0,0,0,0,6,0,35,No
Watsonville Community Hospital,CA,Santa Cruz,2017,0,0,23,9,0,0,0,0,1,1,1,35,No
West Anaheim Medical Center,CA,Orange,2013,0,0,4,6,0,0,0,0,0,0,0,10,No
West Anaheim Medical Center,CA,Orange,2014,0,0,0,7,0,0,0,0,0,0,2,9,No
West Anaheim Medical Center,CA,Orange,2015,0,0,2,4,0,0,0,0,0,1,0,7,No
West Anaheim Medical Center,CA,Orange,2016,0,0,0,6,0,0,0,0,0,1,0,7,No
West Anaheim Medical Center,CA,Orange,2017,0,0,2,4,0,0,1,0,0,0,0,7,No
West Hills Hospital and Medical Center,CA,Los Angeles,2013,1,8,46,14,0,0,3,0,0,8,4,84,No
West Hills Hospital and Medical Center,CA,Los Angeles,2014,0,6,50,24,0,0,7,0,0,7,0,94,No
West Hills Hospital and Medical Center,CA,Los Angeles,2015,0,3,48,12,0,0,1,0,0,2,1,67,No
West Hills Hospital and Medical Center,CA,Los Angeles,2016,0,7,50,22,0,1,2,0,1,7,1,91,No
West Hills Hospital and Medical Center,CA,Los Angeles,2017,0,14,47,19,0,0,6,0,2,4,0,92,No
Western Medical Center Anaheim,CA,Orange,2013,0,0,5,2,0,0,1,0,0,0,0,8,No
Western Medical Center Anaheim,CA,Orange,2014,0,0,3,5,0,0,0,0,0,1,0,9,No
Western Medical Center – Santa Ana,CA,Orange,2013,0,8,16,6,0,1,2,0,0,1,2,36,No
Western Medical Center – Santa Ana,CA,Orange,2014,0,7,31,11,0,0,1,0,1,0,1,52,No
White Memorial Medical Center,CA,Los Angeles,2013,0,9,77,16,2,0,8,0,0,4,1,117,No
White Memorial Medical Center,CA,Los Angeles,2014,0,11,79,24,1,0,2,0,1,3,8,129,No
White Memorial Medical Center,CA,Los Angeles,2015,1,6,74,16,1,0,2,0,0,2,5,107,No
White Memorial Medical Center,CA,Los Angeles,2016,1,10,88,17,0,1,5,2,0,16,5,145,No
White Memorial Medical Center,CA,Los Angeles,2017,1,12,96,22,0,2,1,1,4,23,6,168,No
Whittier Hospital Medical Center,CA,Los Angeles,2013,0,0,12,11,0,0,0,0,0,7,0,30,No
Whittier Hospital Medical Center,CA,Los Angeles,2014,0,0,16,7,0,0,0,0,0,5,3,31,No
Whittier Hospital Medical Center,CA,Los Angeles,2015,0,0,13,9,0,0,3,0,0,5,1,31,No
Whittier Hospital Medical Center,CA,Los Angeles,2016,0,0,23,14,0,1,2,0,2,5,4,51,No
Whittier Hospital Medical Center,CA,Los Angeles,2017,0,0,18,12,0,0,3,0,0,6,4,43,No
Woodland Memorial Hospital,CA,Yolo,2013,0,0,72,8,0,0,3,0,1,1,1,86,No
Woodland Memorial Hospital,CA,Yolo,2014,0,0,46,10,0,0,2,0,1,8,0,67,No
Woodland Memorial Hospital,CA,Yolo,2015,0,0,34,10,0,0,1,0,0,5,1,51,No
Woodland Memorial Hospital,CA,Yolo,2016,0,0,53,12,0,0,0,0,0,6,1,72,No
Woodland Memorial Hospital,CA,Yolo,2017,0,0,42,6,0,0,0,0,0,6,0,54,No
