Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
520049,BELLIN MEMORIAL HOSPITAL,744 S WEBSTER AVE,GREEN BAY,WI,54305,BROWN,9204333500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"744 S WEBSTER AVE GREEN BAY, WI 54305 (44.502001, -88.010631)"
520087,GUNDERSEN LUTHERAN MEDICAL CENTER,1910 SOUTH AVE,LA CROSSE,WI,54601,LA CROSSE,6087827300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Below the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,"1910 SOUTH AVE LA CROSSE, WI 54601 (43.794748, -91.246219)"
450422,BAYLOR MEDICAL CENTER AT UPTOWN,2727 EAST LEMMON AVENUE BUILDING I,DALLAS,TX,75204,DALLAS,2144433000,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Above the national average,,Same as the national average,,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"2727 EAST LEMMON AVENUE BUILDING I DALLAS, TX 75204 (32.80453, -96.794757)"
511307,GRAFTON CITY HOSPITAL,1 HOSPITAL PLAZA,GRAFTON,WV,26354,TAYLOR,3042650400,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Below the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"1 HOSPITAL PLAZA GRAFTON, WV 26354 (39.344037, -80.024413)"
451345,CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,79322,CROSBY,8066752382,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"710 WEST MAIN STREET CROSBYTON, TX 79322 (33.659945, -101.246135)"
490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",800 OAK STREET,FARMVILLE,VA,23901,PRINCE EDWARD,4343928811,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,5,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,"800 OAK STREET FARMVILLE, VA 23901 (37.303317, -78.403058)"
500012,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,110 SOUTH NINTH AVE,YAKIMA,WA,98902,YAKIMA,5095755102,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,"110 SOUTH NINTH AVE YAKIMA, WA 98902 (46.597985, -120.521096)"
510038,STONEWALL JACKSON MEMORIAL HOSPITAL,230 HOSPITAL PLAZA,WESTON,WV,26452,LEWIS,3042698080,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"230 HOSPITAL PLAZA WESTON, WV 26452 (39.048285, -80.492743)"
520109,MILE BLUFF MEDICAL CENTER,1050 DIVISION ST,MAUSTON,WI,53948,JUNEAU,6088476161,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1050 DIVISION ST MAUSTON, WI 53948 (43.782614, -90.076778)"
451376,LAVACA MEDICAL CENTER,1400 NORTH TEXANA STREET,HALLETTSVILLE,TX,77964,LAVACA,3617983671,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"1400 NORTH TEXANA STREET HALLETTSVILLE, TX 77964 (29.457145, -96.939877)"
670060,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,231 SOUTH COLLINS ROAD,SUNNYVALE,TX,75182,DALLAS,9728923000,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"231 SOUTH COLLINS ROAD SUNNYVALE, TX 75182 (32.77834, -96.567178)"
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,400 WEST INTERSTATE 635 SUITE 101,IRVING,TX,75063,DALLAS,9728684000,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Above the national average,,Same as the national average,,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"400 WEST INTERSTATE 635 SUITE 101 IRVING, TX 75063 (32.912317, -96.951522)"
490045,NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,8700 SUDLEY RD,MANASSAS,VA,20110,MANASSAS CITY,7033698000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"8700 SUDLEY RD MANASSAS, VA 20110 (38.767458, -77.484936)"
450203,MEDICAL CITY WEATHERFORD,713 E ANDERSON ST,WEATHERFORD,TX,76086,PARKER,8175991190,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"713 E ANDERSON ST WEATHERFORD, TX 76086 (32.747472, -97.785369)"
510077,WILLIAMSON MEMORIAL HOSPITAL,859 ALDERSON STREET,WILLIAMSON,WV,25661,MINGO,3042352500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Not Available,Results are not available for this reporting period.,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,"859 ALDERSON STREET WILLIAMSON, WV 25661 (37.678237, -82.272031)"
453306,COVENANT CHILDRENS HOSPITAL,4015 22ND PLACE,LUBBOCK,TX,79410,LUBBOCK,8067250532,Childrens,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"4015 22ND PLACE LUBBOCK, TX 79410 (33.574141, -101.900426)"
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,8306727581,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1110 NORTH SARAH DEWITT DRIVE GONZALES, TX 78629 (29.515895, -97.428868)"
670095,MEMORIAL HERMANN TOMBALL HOSPITAL,"24429 TOMBALL PARKWAY, SUITE 100",TOMBALL,TX,77375,HARRIS,2815160911,Acute Care Hospitals,Proprietary,FALSE,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Above the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"24429 TOMBALL PARKWAY, SUITE 100 TOMBALL, TX 77375 (30.037176, -95.605323)"
