Hospital Name,State,County,Latitude,Longitude,Year,Total Surgeries for All Cancer Types,Bladder,Brain,Breast,Colon,Esophagus,Liver,Lung,Pancreas,Prostate,Rectum,Stomach
Sherman Oaks Hospital,,Los Angeles,34.15995,-118.4488,2014,5,0,0,2,2,0,0,0,0,0,1,0
Sherman Oaks Hospital,,Los Angeles,34.15995,-118.4488,2015,2,0,0,0,2,0,0,0,0,0,0,0
Sherman Oaks Hospital,,Los Angeles,34.15995,-118.4488,2016,6,0,0,0,4,0,1,0,0,0,1,0
Sherman Oaks Hospital,,Los Angeles,34.15995,-118.4488,2017,7,0,0,0,6,0,0,0,0,0,1,0
Sierra Nevada Memorial Hospital,,Nevada,39.22932,-121.04748,2013,63,0,0,34,18,0,1,3,0,4,3,0
Sierra Nevada Memorial Hospital,,Nevada,39.22932,-121.04748,2014,69,0,0,47,12,0,0,4,0,1,5,0
Sierra Nevada Memorial Hospital,,Nevada,39.22932,-121.04748,2015,62,0,0,51,7,0,0,1,0,2,1,0
Sierra Nevada Memorial Hospital,,Nevada,39.22932,-121.04748,2016,85,0,0,63,13,0,0,1,0,1,7,0
Sierra Nevada Memorial Hospital,,Nevada,39.22932,-121.04748,2017,81,0,0,56,15,0,1,1,0,1,7,0
Sierra View Medical Center,,Tulare,36.06948,-119.02727,2013,33,0,0,25,6,0,0,0,0,0,1,1
Sierra View Medical Center,,Tulare,36.06948,-119.02727,2014,44,0,0,24,16,0,0,0,0,0,4,0
Sierra View Medical Center,,Tulare,36.06948,-119.02727,2015,32,0,0,16,13,0,0,0,0,0,3,0
Sierra View Medical Center,,Tulare,36.06948,-119.02727,2016,45,0,0,27,16,0,1,0,0,0,1,0
Sierra View Medical Center,,Tulare,36.06948,-119.02727,2017,54,0,0,42,10,0,0,0,0,0,2,0
Sierra Vista Regional Medical Center,,San Luis Obispo,35.29105,-120.66576,2013,108,1,29,29,15,3,0,12,0,14,5,0
Sierra Vista Regional Medical Center,,San Luis Obispo,35.29105,-120.66576,2014,87,0,22,25,11,0,0,7,1,19,1,1
Sierra Vista Regional Medical Center,,San Luis Obispo,35.29105,-120.66576,2015,94,0,13,22,16,1,0,12,2,24,3,1
Sierra Vista Regional Medical Center,,San Luis Obispo,35.29105,-120.66576,2016,125,0,20,23,14,2,2,13,3,42,6,0
Sierra Vista Regional Medical Center,,San Luis Obispo,35.29105,-120.66576,2017,115,0,22,30,19,0,1,9,3,27,4,0
Silver Lake Medical Center – Downtown Campus,,Los Angeles,34.06879,-118.26324,2013,3,0,0,0,3,0,0,0,0,0,0,0
Silver Lake Medical Center – Downtown Campus,,Los Angeles,34.06879,-118.26324,2014,4,0,0,1,3,0,0,0,0,0,0,0
Silver Lake Medical Center – Downtown Campus,,Los Angeles,34.06879,-118.26324,2015,2,0,0,1,0,0,0,0,0,0,1,0
Silver Lake Medical Center – Downtown Campus,,Los Angeles,34.06879,-118.26324,2016,5,0,0,2,1,0,0,0,1,0,1,0
Silver Lake Medical Center – Downtown Campus,,Los Angeles,34.06879,-118.26324,2017,4,0,0,2,1,0,0,0,0,1,0,0
Simi Valley Hospital and Healthcare Services – Sycamore,,Ventura,34.28945,-118.74405,2013,55,3,1,25,20,0,3,0,0,3,0,0
Simi Valley Hospital and Healthcare Services – Sycamore,,Ventura,34.28945,-118.74405,2014,28,1,0,13,11,0,0,1,0,0,2,0
Simi Valley Hospital and Healthcare Services – Sycamore,,Ventura,34.28945,-118.74405,2015,23,0,2,17,3,0,0,0,0,0,0,1
Simi Valley Hospital and Healthcare Services – Sycamore,,Ventura,34.28945,-118.74405,2016,33,2,3,7,11,0,1,0,1,0,7,1
Simi Valley Hospital and Healthcare Services – Sycamore,,Ventura,34.28945,-118.74405,2017,28,0,3,6,14,0,1,0,1,0,3,0
Sonoma Valley Hospital,,Sonoma,38.28841,-122.46524,2013,24,0,0,17,7,0,0,0,0,0,0,0
Sonoma Valley Hospital,,Sonoma,38.28841,-122.46524,2014,15,0,0,8,7,0,0,0,0,0,0,0
Sonoma Valley Hospital,,Sonoma,38.28841,-122.46524,2015,5,0,0,2,2,0,0,0,0,0,1,0
Sonoma Valley Hospital,,Sonoma,38.28841,-122.46524,2016,6,0,0,0,5,0,0,0,0,0,1,0
Sonoma Valley Hospital,,Sonoma,38.28841,-122.46524,2017,6,0,0,0,5,0,0,0,0,0,1,0
Sonora Regional Medical Center – Greenley,,Tuolumne,37.98811,-120.36965,2013,63,0,0,48,13,0,0,0,0,0,2,0
Sonora Regional Medical Center – Greenley,,Tuolumne,37.98811,-120.36965,2014,50,1,0,36,12,0,0,0,0,0,1,0
Sonora Regional Medical Center – Greenley,,Tuolumne,37.98811,-120.36965,2015,30,0,0,25,4,0,0,0,0,0,1,0
Sonora Regional Medical Center – Greenley,,Tuolumne,37.98811,-120.36965,2016,62,0,0,41,12,0,2,0,1,0,6,0
Sonora Regional Medical Center – Greenley,,Tuolumne,37.98811,-120.36965,2017,77,0,0,69,6,0,0,0,0,0,2,0
South Coast Global Medical Center,,Orange,33.71112,-117.88539,2015,27,0,0,20,4,0,0,0,0,1,1,1
South Coast Global Medical Center,,Orange,33.71112,-117.88539,2016,39,2,0,31,2,0,0,0,0,4,0,0
South Coast Global Medical Center,,Orange,33.71112,-117.88539,2017,37,0,0,27,3,0,0,0,0,6,1,0
Southern California Hospital At Culver City,,Los Angeles,34.02328,-118.39724,2013,25,0,1,7,9,0,0,6,0,0,0,2
Southern California Hospital At Culver City,,Los Angeles,34.02328,-118.39724,2014,28,0,0,5,15,0,0,2,0,1,3,2
Southern California Hospital at Culver City,,Los Angeles,34.02328,-118.39724,2015,24,1,0,9,10,0,0,2,0,0,1,1
Southern California Hospital at Culver City,,Los Angeles,34.02328,-118.39724,2016,25,0,0,5,11,0,0,3,0,0,2,4
Southern California Hospital at Culver City,,Los Angeles,34.02328,-118.39724,2017,52,0,0,26,7,0,0,3,1,6,5,4
Southern California Hospital at Hollywood,,Los Angeles,34.09628,-118.32501,2013,2,0,0,2,0,0,0,0,0,0,0,0
Southern California Hospital at Hollywood,,Los Angeles,34.09628,-118.32501,2014,1,0,0,1,0,0,0,0,0,0,0,0
Southern California Hospital at Hollywood,,Los Angeles,34.09628,-118.32501,2015,5,0,0,1,1,0,0,0,0,2,0,1
Southern California Hospital at Hollywood,,Los Angeles,34.09628,-118.32501,2016,7,1,0,0,0,0,1,0,1,3,1,0
Southern California Hospital at Hollywood,,Los Angeles,34.09628,-118.32501,2017,12,0,0,0,4,0,0,0,0,4,4,0
Southwest Healthcare System – Murrieta,,Riverside,33.55788,-117.18488,2013,145,1,9,77,27,0,0,0,0,13,15,3
Southwest Healthcare System – Murrieta,,Riverside,33.55788,-117.18488,2014,162,5,24,54,33,1,0,0,2,30,13,0
Southwest Healthcare System – Murrieta,,Riverside,33.55788,-117.18488,2015,111,0,11,44,19,0,0,0,1,19,15,2
Southwest Healthcare System – Murrieta,,Riverside,33.55788,-117.18488,2016,154,1,16,58,33,1,1,0,0,25,16,3
Southwest Healthcare System – Murrieta,,Riverside,33.55788,-117.18488,2017,206,2,25,82,32,1,1,0,0,48,14,1
Stanford Health Care,,Santa Clara,37.43342,-122.17827,2016,1668,71,128,616,113,39,127,125,100,188,112,49
Stanford Health Care,,Santa Clara,37.43342,-122.17827,2017,1587,74,101,561,99,48,137,131,73,215,103,45
Stanford Hospital,,Santa Clara,37.43342,-122.17827,2013,1240,71,124,389,83,13,109,97,70,175,74,35
Stanford Hospital,,Santa Clara,37.43342,-122.17827,2014,1378,69,121,525,90,14,129,94,57,168,63,48
Stanford Hospital,,Santa Clara,37.43342,-122.17827,2015,1120,53,98,408,70,20,89,67,56,148,64,47
Stanislaus Surgical Hospital,,Stanislaus,37.66395,-120.95756,2013,12,0,0,12,0,0,0,0,0,0,0,0
Stanislaus Surgical Hospital,,Stanislaus,37.66395,-120.95756,2014,6,0,0,6,0,0,0,0,0,0,0,0
Stanislaus Surgical Hospital,,Stanislaus,37.66395,-120.95756,2015,13,0,0,12,1,0,0,0,0,0,0,0
Stanislaus Surgical Hospital,,Stanislaus,37.66395,-120.95756,2016,8,0,0,7,0,0,0,0,0,0,1,0
Stanislaus Surgical Hospital,,Stanislaus,37.66395,-120.95756,2017,6,0,0,6,0,0,0,0,0,0,0,0
Sutter Amador Hospital,,Amador,38.34743,-120.77272,2013,10,0,0,3,7,0,0,0,0,0,0,0
Sutter Amador Hospital,,Amador,38.34743,-120.77272,2014,11,0,0,3,6,0,0,0,0,0,2,0
Sutter Amador Hospital,,Amador,38.34743,-120.77272,2015,8,0,0,3,3,0,0,0,0,0,2,0
Sutter Amador Hospital,,Amador,38.34743,-120.77272,2016,10,0,0,4,5,0,0,0,0,0,1,0
Sutter Amador Hospital,,Amador,38.34743,-120.77272,2017,13,0,0,2,11,0,0,0,0,0,0,0
Sutter Auburn Faith Hospital,,Placer,38.94452,-121.0982,2013,83,1,0,59,21,0,0,1,0,0,1,0
Sutter Auburn Faith Hospital,,Placer,38.94452,-121.0982,2014,56,0,0,36,17,0,0,0,0,0,2,1
Sutter Auburn Faith Hospital,,Placer,38.94452,-121.0982,2015,52,1,0,40,9,0,0,1,0,1,0,0
Sutter Auburn Faith Hospital,,Placer,38.94452,-121.0982,2016,81,0,0,47,26,0,2,1,1,0,3,1
Sutter Auburn Faith Hospital,,Placer,38.94452,-121.0982,2017,69,1,0,52,10,0,2,1,0,0,2,1
Sutter Coast Hospital,,Del Norte,41.77278,-124.19514,2013,22,0,0,18,4,0,0,0,0,0,0,0
Sutter Coast Hospital,,Del Norte,41.77278,-124.19514,2014,10,0,0,6,4,0,0,0,0,0,0,0
Sutter Coast Hospital,,Del Norte,41.77278,-124.19514,2015,16,0,0,10,3,0,0,0,0,0,3,0
Sutter Coast Hospital,,Del Norte,41.77278,-124.19514,2016,18,0,0,10,6,0,0,0,0,0,2,0
Sutter Coast Hospital,,Del Norte,41.77278,-124.19514,2017,19,0,0,13,6,0,0,0,0,0,0,0
Sutter Davis Hospital,,Yolo,38.56154,-121.77244,2013,33,0,0,24,8,0,0,0,0,0,1,0
Sutter Davis Hospital,,Yolo,38.56154,-121.77244,2014,25,0,0,17,2,1,0,2,0,0,1,2
Sutter Davis Hospital,,Yolo,38.56154,-121.77244,2015,22,0,0,15,7,0,0,0,0,0,0,0
Sutter Davis Hospital,,Yolo,38.56154,-121.77244,2016,33,1,0,28,3,0,0,0,0,1,0,0
Sutter Davis Hospital,,Yolo,38.56154,-121.77244,2017,21,0,0,16,2,0,0,0,0,2,1,0
Sutter Delta Medical Center,,Contra Costa,37.98222,-121.8054,2013,47,1,0,33,9,0,0,0,0,3,0,1
Sutter Delta Medical Center,,Contra Costa,37.98222,-121.8054,2014,50,1,0,37,7,0,0,4,0,1,0,0
Sutter Delta Medical Center,,Contra Costa,37.98222,-121.8054,2015,36,0,0,25,8,0,0,2,0,1,0,0
Sutter Delta Medical Center,,Contra Costa,37.98222,-121.8054,2016,41,1,0,26,7,0,0,1,0,4,1,1
Sutter Delta Medical Center,,Contra Costa,37.98222,-121.8054,2017,38,0,0,28,7,0,0,0,0,2,1,0
Sutter General Hospital,,Sacramento,38.57176,-121.47008,2013,579,0,30,335,60,5,9,24,13,81,11,11
Sutter General Hospital,,Sacramento,38.57176,-121.47008,2014,521,0,34,308,60,4,14,13,10,56,13,9
Sutter Lakeside Hospital,,Lake,39.10232,-122.91003,2013,17,0,0,8,9,0,0,0,0,0,0,0
Sutter Lakeside Hospital,,Lake,39.10232,-122.91003,2014,10,0,0,1,9,0,0,0,0,0,0,0
Sutter Lakeside Hospital,,Lake,39.10232,-122.91003,2015,10,0,0,4,4,0,0,2,0,0,0,0
Sutter Lakeside Hospital,,Lake,39.10232,-122.91003,2016,11,0,0,1,5,0,0,4,0,0,1,0
Sutter Lakeside Hospital,,Lake,39.10232,-122.91003,2017,7,0,0,0,4,0,0,1,0,0,2,0
Sutter Medical Center of Santa Rosa,,Sonoma,38.46855,-122.70739,2013,107,1,0,84,12,0,0,7,0,0,2,1
Sutter Medical Center of Santa Rosa,,Sonoma,38.46855,-122.70739,2014,100,1,0,72,19,0,0,7,0,0,0,1
"Sutter Medical Center, Sacramento",,Sacramento,38.57176,-121.47008,2015,486,0,22,296,45,3,1,13,12,75,10,9
"Sutter Medical Center, Sacramento",,Sacramento,38.57176,-121.47008,2016,619,1,41,285,50,12,12,32,11,136,26,13
"Sutter Medical Center, Sacramento",,Sacramento,38.57176,-121.47008,2017,605,3,38,296,47,10,8,31,7,137,22,6
Sutter Memorial Hospital,,Sacramento,38.57071,-121.43948,2013,26,0,13,5,3,0,0,5,0,0,0,0
Sutter Memorial Hospital,,Sacramento,38.57071,-121.43948,2014,34,0,20,0,4,0,0,10,0,0,0,0
Sutter Memorial Hospital,,Sacramento,38.57071,-121.43948,2015,15,0,11,0,2,0,0,2,0,0,0,0
Sutter Roseville Medical Center,,Placer,38.76439,-121.25055,2013,365,5,11,208,55,2,0,18,3,44,16,3
Sutter Roseville Medical Center,,Placer,38.76439,-121.25055,2014,366,3,14,200,43,1,0,26,3,62,13,1
Sutter Roseville Medical Center,,Placer,38.76439,-121.25055,2015,289,1,12,159,23,1,1,42,0,42,7,1
Sutter Roseville Medical Center,,Placer,38.76439,-121.25055,2016,350,4,10,186,32,2,2,35,3,48,24,4
Sutter Roseville Medical Center,,Placer,38.76439,-121.25055,2017,373,1,19,163,46,0,2,50,2,72,17,1
Sutter Santa Rosa Regional Hospital,,Sonoma,38.49636,-122.7514,2014,26,0,0,19,5,0,0,1,0,0,1,0
Sutter Santa Rosa Regional Hospital,,Sonoma,38.49636,-122.7514,2015,93,0,0,69,14,0,1,5,0,0,4,0
Sutter Santa Rosa Regional Hospital,,Sonoma,38.49636,-122.7514,2016,156,0,0,103,40,3,1,1,1,0,5,2
Sutter Santa Rosa Regional Hospital,,Sonoma,38.49636,-122.7514,2017,113,0,0,76,19,3,0,3,0,0,11,1
Sutter Solano Medical Center,,Solano,38.13117,-122.23912,2013,88,0,0,58,19,0,0,4,0,0,5,2
Sutter Solano Medical Center,,Solano,38.13117,-122.23912,2014,74,1,0,46,16,0,0,2,0,0,7,2
Sutter Solano Medical Center,,Solano,38.13117,-122.23912,2015,62,0,0,48,10,0,0,2,0,0,2,0
Sutter Solano Medical Center,,Solano,38.13117,-122.23912,2016,95,1,0,59,18,0,0,2,0,2,12,1
Sutter Solano Medical Center,,Solano,38.13117,-122.23912,2017,89,0,0,52,21,0,0,1,0,2,12,1
Sutter Surgical Hospital – North Valley,,Sutter,39.13216,-121.61354,2013,75,0,0,68,5,0,0,0,0,0,1,1
Sutter Surgical Hospital – North Valley,,Sutter,39.13216,-121.61354,2014,77,0,0,65,8,0,1,0,0,0,3,0
Sutter Surgical Hospital – North Valley,,Sutter,39.13216,-121.61354,2015,91,0,0,85,5,0,0,0,0,0,1,0
Sutter Surgical Hospital – North Valley,,Sutter,39.13216,-121.61354,2016,120,0,0,100,15,0,0,0,0,0,5,0
Sutter Surgical Hospital – North Valley,,Sutter,39.13216,-121.61354,2017,90,0,0,82,6,0,0,0,0,0,2,0
Sutter Tracy Community Hospital,,San Joaquin,37.74366,-121.43482,2013,26,0,0,21,4,0,0,0,0,0,1,0
Sutter Tracy Community Hospital,,San Joaquin,37.74366,-121.43482,2014,32,0,0,28,4,0,0,0,0,0,0,0
Sutter Tracy Community Hospital,,San Joaquin,37.74366,-121.43482,2015,19,0,0,14,4,0,0,0,0,0,1,0
Sutter Tracy Community Hospital,,San Joaquin,37.74366,-121.43482,2016,43,0,0,38,4,0,0,0,0,1,0,0
Sutter Tracy Community Hospital,,San Joaquin,37.74366,-121.43482,2017,34,0,0,20,11,0,0,0,0,0,3,0
Tahoe Forest Hospital,,Nevada,39.3245579,-120.2014553,2013,24,0,0,20,4,0,0,0,0,0,0,0
Tahoe Forest Hospital,,Nevada,39.3245579,-120.2014553,2014,25,0,0,18,6,0,0,0,0,0,1,0
Tahoe Forest Hospital,,Nevada,39.3245579,-120.2014553,2015,21,0,0,15,6,0,0,0,0,0,0,0
Tahoe Forest Hospital,,Nevada,39.3245579,-120.2014553,2016,24,0,0,18,4,0,0,0,0,1,1,0
Tahoe Forest Hospital,,Nevada,39.3245579,-120.2014553,2017,38,0,0,26,8,0,0,0,0,3,0,1
Temecula Valley Hospital,,Riverside,33.4795943,-117.1048018,2013,2,0,0,0,1,0,0,0,0,0,1,0
Temecula Valley Hospital,,Riverside,33.4795943,-117.1048018,2014,16,0,0,10,3,0,0,1,1,0,1,0
Temecula Valley Hospital,,Riverside,33.4795943,-117.1048018,2015,31,0,0,16,8,0,0,4,0,0,1,2
Temecula Valley Hospital,,Riverside,33.4795943,-117.1048018,2016,65,0,0,38,13,0,1,6,1,0,4,2
Temecula Valley Hospital,,Riverside,33.4795943,-117.1048018,2017,95,0,0,62,13,0,2,7,0,1,6,4
Temple Community Hospital,,Los Angeles,34.07534,-118.28366,2013,5,0,0,1,2,0,0,0,0,0,1,1
Temple Community Hospital,,Los Angeles,34.07534,-118.28366,2014,4,0,0,2,2,0,0,0,0,0,0,0
Torrance Memorial Medical Center,,Los Angeles,33.81258,-118.34388,2013,527,7,3,286,81,12,2,37,0,63,23,13
Torrance Memorial Medical Center,,Los Angeles,33.81258,-118.34388,2014,339,17,6,69,84,5,3,50,1,74,24,6
Torrance Memorial Medical Center,,Los Angeles,33.81258,-118.34388,2015,293,13,7,77,70,6,4,32,4,52,21,7
Torrance Memorial Medical Center,,Los Angeles,33.81258,-118.34388,2016,548,13,21,279,59,5,8,48,9,67,29,10
Torrance Memorial Medical Center,,Los Angeles,33.81258,-118.34388,2017,639,4,13,347,96,5,7,47,8,68,38,6
Tri-City Medical Center – Oceanside,,San Diego,33.18394,-117.29027,2013,185,2,2,91,32,0,1,11,1,33,9,3
Tri-City Medical Center – Oceanside,,San Diego,33.18394,-117.29027,2014,159,4,7,70,34,0,0,8,1,21,12,2
Tri-City Medical Center – Oceanside,,San Diego,33.18394,-117.29027,2015,130,4,3,53,30,0,0,11,3,15,9,2
Tri-City Medical Center – Oceanside,,San Diego,33.18394,-117.29027,2016,206,2,16,89,37,0,1,7,2,34,14,4
Tri-City Medical Center – Oceanside,,San Diego,33.18394,-117.29027,2017,190,1,5,89,34,0,0,9,1,34,17,0
Trinity Hospital,,Trinity,40.73784,-122.94037,2013,4,0,0,4,0,0,0,0,0,0,0,0
Trinity Hospital,,Trinity,40.73784,-122.94037,2014,2,0,0,1,1,0,0,0,0,0,0,0
Trinity Hospital,,Trinity,40.73784,-122.94037,2016,1,0,0,1,0,0,0,0,0,0,0,0
Tulare Regional Medical Center,,Tulare,36.22217,-119.33775,2013,13,0,0,3,6,0,1,0,0,1,2,0
Tulare Regional Medical Center,,Tulare,36.22217,-119.33775,2014,17,0,0,11,4,0,0,0,0,0,2,0
Tulare Regional Medical Center,,Tulare,36.22217,-119.33775,2015,17,0,0,9,7,0,0,0,0,0,1,0
Tulare Regional Medical Center,,Tulare,36.22217,-119.33775,2016,27,0,0,19,5,0,1,0,0,0,2,0
Tulare Regional Medical Center,,Tulare,36.22217,-119.33775,2017,3,0,0,2,1,0,0,0,0,0,0,0
Twin Cities Community Hospital,,San Luis Obispo,35.5543,-120.71967,2013,69,0,0,42,18,0,0,0,0,7,2,0
Twin Cities Community Hospital,,San Luis Obispo,35.5543,-120.71967,2014,84,0,0,58,11,0,0,0,0,11,4,0
Twin Cities Community Hospital,,San Luis Obispo,35.5543,-120.71967,2015,26,0,0,22,2,0,0,0,0,2,0,0
Twin Cities Community Hospital,,San Luis Obispo,35.5543,-120.71967,2016,54,0,0,26,13,0,0,0,0,9,6,0
Twin Cities Community Hospital,,San Luis Obispo,35.5543,-120.71967,2017,57,0,0,35,11,0,1,0,0,6,4,0
UC Davis Medical Center,,Sacramento,38.55438,-121.45738,2013,531,27,37,222,27,12,16,63,20,85,16,6
UC Davis Medical Center,,Sacramento,38.55438,-121.45738,2014,499,28,45,202,23,15,15,50,22,75,16,8
UC Davis Medical Center,,Sacramento,38.55438,-121.45738,2015,375,24,34,162,31,12,5,47,14,31,8,7
UC Davis Medical Center,,Sacramento,38.55438,-121.45738,2016,558,33,46,222,48,15,16,63,20,57,27,11
UC Davis Medical Center,,Sacramento,38.55438,-121.45738,2017,538,37,59,205,37,7,16,54,27,62,31,3
UC Irvine Medical Center,,Orange,33.7889,-117.89064,2013,420,9,64,107,51,12,24,9,47,44,38,15
UC Irvine Medical Center,,Orange,33.7889,-117.89064,2014,480,2,94,146,48,8,17,19,42,43,37,24
UC Irvine Medical Center,,Orange,33.7889,-117.89064,2015,375,8,60,106,42,5,15,17,18,47,39,18
UC Irvine Medical Center,,Orange,33.7889,-117.89064,2016,572,15,107,155,80,5,33,26,32,49,52,18
UC Irvine Medical Center,,Orange,33.7889,-117.89064,2017,567,21,108,144,57,6,19,32,42,59,58,21
UC San Diego Health System – Hillcrest Medical Center,,San Diego,32.75387,-117.16498,2013,644,10,83,242,85,10,40,24,24,86,28,12
UC San Diego Health System – Hillcrest Medical Center,,San Diego,32.75387,-117.16498,2014,765,18,86,310,76,13,49,46,24,89,39,15
UC San Diego Health System – Hillcrest Medical Center,,San Diego,32.75387,-117.16498,2015,621,15,46,265,64,9,44,25,18,75,51,9
UC San Diego Health System – Hillcrest Medical Center,,San Diego,32.75387,-117.16498,2016,888,32,79,315,83,12,83,54,29,129,57,15
UC San Diego Health System – Hillcrest Medical Center,,San Diego,32.75387,-117.16498,2017,1006,34,69,381,108,19,62,74,38,151,47,23
UC San Francisco Medical Center,,San Francisco,37.7635148,-122.4576564,2013,1256,47,321,285,47,13,93,59,31,272,68,20
UC San Francisco Medical Center,,San Francisco,37.7635148,-122.4576564,2014,1360,49,321,379,60,15,105,70,32,237,57,35
UC San Francisco Medical Center,,San Francisco,37.7635148,-122.4576564,2015,1175,44,259,327,54,11,82,66,39,232,43,18
UC San Francisco Medical Center,,San Francisco,37.7635148,-122.4576564,2016,1570,42,318,433,89,16,105,85,34,352,77,19
UC San Francisco Medical Center,,San Francisco,37.7635148,-122.4576564,2017,1760,61,354,459,108,28,152,97,57,313,100,31
Ukiah Valley Medical Center,,Mendocino,39.1528,-123.20363,2013,113,0,0,103,7,0,0,2,0,0,1,0
Ukiah Valley Medical Center,,Mendocino,39.1528,-123.20363,2014,108,0,0,94,9,0,0,3,0,0,2,0
Ukiah Valley Medical Center,,Mendocino,39.1528,-123.20363,2015,83,0,0,75,3,0,0,1,0,0,4,0
Ukiah Valley Medical Center,,Mendocino,39.1528,-123.20363,2016,118,0,0,100,10,0,0,2,0,0,6,0
Ukiah Valley Medical Center,,Mendocino,39.1528,-123.20363,2017,125,0,0,102,19,0,0,3,0,0,1,0
University of Southern California Verdugo Hills Hospital,,Los Angeles,34.20557,-118.2152,2013,55,1,0,29,7,0,0,3,0,14,0,1
University of Southern California Verdugo Hills Hospital,,Los Angeles,34.20557,-118.2152,2014,45,0,1,27,8,0,0,1,0,4,4,0
University of Southern California Verdugo Hills Hospital,,Los Angeles,34.20557,-118.2152,2015,27,0,1,19,6,0,0,0,0,0,0,1
University of Southern California Verdugo Hills Hospital,,Los Angeles,34.20557,-118.2152,2016,101,2,1,42,10,0,0,0,2,39,4,1
University of Southern California Verdugo Hills Hospital,,Los Angeles,34.20557,-118.2152,2017,184,3,0,52,7,0,0,0,1,117,4,0
Valley Presbyterian Hospital,,Los Angeles,34.19399,-118.46196,2013,104,3,3,53,18,0,4,6,2,1,8,6
Valley Presbyterian Hospital,,Los Angeles,34.19399,-118.46196,2014,129,2,1,86,16,0,6,1,5,0,10,2
Valley Presbyterian Hospital,,Los Angeles,34.19399,-118.46196,2015,132,1,0,106,9,0,2,2,4,0,3,5
Valley Presbyterian Hospital,,Los Angeles,34.19399,-118.46196,2016,201,0,3,134,20,0,10,3,8,1,14,8
Valley Presbyterian Hospital,,Los Angeles,34.19399,-118.46196,2017,210,2,2,154,21,0,6,2,3,2,11,7
Valleycare Medical Center,,Alameda,37.69206,-121.88095,2013,101,0,0,64,25,3,0,3,0,0,5,1
Valleycare Medical Center,,Alameda,37.69206,-121.88095,2014,105,0,0,65,25,1,0,9,0,0,3,2
Valleycare Medical Center,,Alameda,37.69206,-121.88095,2015,73,0,0,50,13,1,0,9,0,0,0,0
Valleycare Medical Center,,Alameda,37.69206,-121.88095,2016,117,1,0,80,21,0,1,4,0,2,6,2
Valleycare Medical Center,,Alameda,37.69206,-121.88095,2017,118,0,0,85,21,0,0,6,1,0,4,1
Ventura County Medical Center,,Ventura,34.27634,-119.2517,2013,131,0,2,86,12,0,2,10,3,7,9,0
Ventura County Medical Center,,Ventura,34.27634,-119.2517,2014,112,1,1,77,14,1,2,5,1,4,5,1
Ventura County Medical Center,,Ventura,34.27634,-119.2517,2015,110,0,3,67,17,0,1,3,2,6,9,2
Ventura County Medical Center,,Ventura,34.27634,-119.2517,2016,147,1,5,76,19,1,3,0,5,8,22,7
Ventura County Medical Center,,Ventura,34.27634,-119.2517,2017,116,0,4,59,12,2,8,0,4,14,10,3
Vibra Hospital of San Diego,,San Diego,32.74986,-117.16001,2017,1,0,0,0,0,0,0,0,0,0,1,0
Victor Valley Global Medical Center,,San Bernardino,34.5281768,-117.2925622,2013,66,0,0,49,11,0,0,0,0,0,5,1
Victor Valley Global Medical Center,,San Bernardino,34.5281768,-117.2925622,2014,44,0,0,29,14,0,0,0,0,0,1,0
Victor Valley Global Medical Center,,San Bernardino,34.5281768,-117.2925622,2015,26,0,0,11,13,0,0,0,0,0,2,0
Victor Valley Global Medical Center,,San Bernardino,34.5281768,-117.2925622,2016,44,0,0,28,14,0,0,0,0,0,2,0
Victor Valley Global Medical Center,,San Bernardino,34.5281768,-117.2925622,2017,49,0,0,33,11,0,0,0,0,0,5,0
Washington Hospital – Fremont,,Alameda,37.55847,-121.98006,2013,84,0,7,39,24,1,0,3,0,3,5,2
Washington Hospital – Fremont,,Alameda,37.55847,-121.98006,2014,100,2,8,34,34,2,0,10,0,3,6,1
Washington Hospital – Fremont,,Alameda,37.55847,-121.98006,2015,82,0,3,49,19,2,0,4,0,1,3,1
Washington Hospital – Fremont,,Alameda,37.55847,-121.98006,2016,117,0,12,37,41,2,1,7,1,5,9,2
Washington Hospital – Fremont,,Alameda,37.55847,-121.98006,2017,91,0,9,25,37,3,1,8,0,3,5,0
Watsonville Community Hospital,,Santa Cruz,36.92839,-121.79173,2013,24,0,0,19,4,0,1,0,0,0,0,0
Watsonville Community Hospital,,Santa Cruz,36.92839,-121.79173,2014,31,0,0,15,12,0,0,0,0,0,3,1
Watsonville Community Hospital,,Santa Cruz,36.92839,-121.79173,2015,22,0,0,15,3,0,0,0,0,0,1,3
Watsonville Community Hospital,,Santa Cruz,36.92839,-121.79173,2016,35,0,0,25,4,0,0,0,0,0,6,0
Watsonville Community Hospital,,Santa Cruz,36.92839,-121.79173,2017,35,0,0,23,9,0,0,0,0,1,1,1
West Anaheim Medical Center,,Orange,33.82482,-117.99492,2013,10,0,0,4,6,0,0,0,0,0,0,0
West Anaheim Medical Center,,Orange,33.82482,-117.99492,2014,9,0,0,0,7,0,0,0,0,0,0,2
West Anaheim Medical Center,,Orange,33.82482,-117.99492,2015,7,0,0,2,4,0,0,0,0,0,1,0
West Anaheim Medical Center,,Orange,33.82482,-117.99492,2016,7,0,0,0,6,0,0,0,0,0,1,0
West Anaheim Medical Center,,Orange,33.82482,-117.99492,2017,7,0,0,2,4,0,0,1,0,0,0,0
West Hills Hospital and Medical Center,,Los Angeles,34.20365,-118.6294,2013,84,1,8,46,14,0,0,3,0,0,8,4
West Hills Hospital and Medical Center,,Los Angeles,34.20365,-118.6294,2014,94,0,6,50,24,0,0,7,0,0,7,0
