Hospital Name,State,County,Year,Total Surgeries for All Cancer Types,Bladder,Brain,Breast,Colon,Esophagus,Liver,Lung,Pancreas,Prostate,Rectum,Stomach
West Anaheim Medical Center,CA,Orange,2017,7,0,0,2,4,0,0,1,0,0,0,0
West Hills Hospital and Medical Center,CA,Los Angeles,2013,84,1,8,46,14,0,0,3,0,0,8,4
West Hills Hospital and Medical Center,CA,Los Angeles,2014,94,0,6,50,24,0,0,7,0,0,7,0
West Hills Hospital and Medical Center,CA,Los Angeles,2015,67,0,3,48,12,0,0,1,0,0,2,1
West Hills Hospital and Medical Center,CA,Los Angeles,2016,91,0,7,50,22,0,1,2,0,1,7,1
West Hills Hospital and Medical Center,CA,Los Angeles,2017,92,0,14,47,19,0,0,6,0,2,4,0
Western Medical Center Anaheim,CA,Orange,2013,8,0,0,5,2,0,0,1,0,0,0,0
Western Medical Center Anaheim,CA,Orange,2014,9,0,0,3,5,0,0,0,0,0,1,0
Western Medical Center – Santa Ana,CA,Orange,2013,36,0,8,16,6,0,1,2,0,0,1,2
Western Medical Center – Santa Ana,CA,Orange,2014,52,0,7,31,11,0,0,1,0,1,0,1
White Memorial Medical Center,CA,Los Angeles,2013,117,0,9,77,16,2,0,8,0,0,4,1
White Memorial Medical Center,CA,Los Angeles,2014,129,0,11,79,24,1,0,2,0,1,3,8
White Memorial Medical Center,CA,Los Angeles,2015,107,1,6,74,16,1,0,2,0,0,2,5
White Memorial Medical Center,CA,Los Angeles,2016,145,1,10,88,17,0,1,5,2,0,16,5
White Memorial Medical Center,CA,Los Angeles,2017,168,1,12,96,22,0,2,1,1,4,23,6
Whittier Hospital Medical Center,CA,Los Angeles,2013,30,0,0,12,11,0,0,0,0,0,7,0
Whittier Hospital Medical Center,CA,Los Angeles,2014,31,0,0,16,7,0,0,0,0,0,5,3
Whittier Hospital Medical Center,CA,Los Angeles,2015,31,0,0,13,9,0,0,3,0,0,5,1
Whittier Hospital Medical Center,CA,Los Angeles,2016,51,0,0,23,14,0,1,2,0,2,5,4
Whittier Hospital Medical Center,CA,Los Angeles,2017,43,0,0,18,12,0,0,3,0,0,6,4
Woodland Memorial Hospital,CA,Yolo,2013,86,0,0,72,8,0,0,3,0,1,1,1
Woodland Memorial Hospital,CA,Yolo,2014,67,0,0,46,10,0,0,2,0,1,8,0
Woodland Memorial Hospital,CA,Yolo,2015,51,0,0,34,10,0,0,1,0,0,5,1
Woodland Memorial Hospital,CA,Yolo,2016,72,0,0,53,12,0,0,0,0,0,6,1
Woodland Memorial Hospital,CA,Yolo,2017,54,0,0,42,6,0,0,0,0,0,6,0
